file,job,step_name,matched_keywords,detection_method,full_step_json
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\praveenrajput.Astro.GitHub_Actions.instrumentation test.yml,test,AVD cache,['adb'],standard,"{
  ""name"": ""AVD cache"",
  ""uses"": ""actions/cache@v3"",
  ""id"": ""avd-cache"",
  ""with"": {
    ""path"": ""~/.android/avd/*\n~/.android/adb*\n"",
    ""key"": ""avd-${{ matrix.api-level }}""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\praveenrajput.Astro.GitHub_Actions.instrumentation test.yml,test,create AVD and generate snapshot for caching,"['emulator', 'create avd', 'android-emulator']",standard,"{
  ""name"": ""create AVD and generate snapshot for caching"",
  ""if"": ""steps.avd-cache.outputs.cache-hit != 'true'"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""arch"": ""x86"",
    ""target"": ""${{ steps.avd-info.outputs.target }}"",
    ""force-avd-creation"": false,
    ""ram-size"": ""4096M"",
    ""emulator-options"": ""-no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": false,
    ""script"": ""echo \""Generated AVD snapshot for caching.\""""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\praveenrajput.Astro.GitHub_Actions.instrumentation test.yml,test,Run tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""Run tests"",
  ""uses"": ""ReactiveCircus/android-emulator-runner@v2.27.0"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""arch"": ""x86"",
    ""target"": ""${{ steps.avd-info.outputs.target }}"",
    ""force-avd-creation"": false,
    ""ram-size"": ""4096M"",
    ""emulator-options"": ""-no-snapshot-save -no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": true,
    ""script"": ""./gradlew connectedCheck""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\ProjektMedInf.WiFiSDCryptoLocker.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\prolificinteractive.anchored-behavior.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\PRosenb.AdbClipboard.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'avdmanager', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\quaddy-services.DynamicNightLight.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\rafaeltoledo.hilt-sandbox.GitHub_Actions.build.yml,instrumented-tests,Run instrumentation tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Run instrumentation tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""target"": ""google_apis"",
    ""arch"": ""x86"",
    ""disable-animations"": true,
    ""script"": ""./gradlew connectedCheck --stacktrace""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\rafayali.notes.GitHub_Actions.CI.yml,tests,Instrumentation Tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Instrumentation Tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 29,
    ""arch"": ""x86_64"",
    ""script"": ""./gradlew connectedDevDebugAndroidTest""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\rafsanjani.datepickertimeline.GitHub_Actions.android.yml,Automation,run tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""run tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 28,
    ""ram-size"": ""2048M"",
    ""script"": ""./gradlew app:connectedCheck""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\rainerblind.aTrainingTracker.Travis_CI..travis.yml,full_file_scan,,['adb'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\RajashekarRaju.android-navigation-with-compose.GitHub_Actions.Check.yaml,test,Run instrumentation tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Run instrumentation tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""arch"": ""x86"",
    ""disable-animations"": true,
    ""script"": ""./gradlew connectedCheck --stacktrace""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\Razeeman.Android-SimpleTimeTracker.GitHub_Actions.github_actions.yml,android_tests,Run tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Run tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""target"": ""google_apis"",
    ""arch"": ""x86"",
    ""disable-animations"": true,
    ""script"": ""./gradlew app:connectedDebugAndroidTest -Pandroid.testInstrumentationRunnerArguments.notAnnotation=com.example.util.simpletimetracker.utils.Widget --stacktrace""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\Razeeman.Android-SimpleTimeTracker.GitHub_Actions.github_actions.yml,android_tests,Run widget tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Run widget tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""target"": ""google_apis"",
    ""arch"": ""x86"",
    ""disable-animations"": true,
    ""script"": ""./gradlew app:connectedDebugAndroidTest -Pandroid.testInstrumentationRunnerArguments.annotation=com.example.util.simpletimetracker.utils.Widget --stacktrace""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\ReactiveCircus.release-probe.GitHub_Actions.workflow.yml,instrumented-tests,,"['emulator', 'android-emulator']",standard,"{
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 28,
    ""arch"": ""x86"",
    ""profile"": ""Nexus 5X"",
    ""script"": ""./gradlew app:connectedMockDebugAndroidTest connectedDebugAndroidTest""
  },
  ""env"": {
    ""CI"": true,
    ""JAVA_TOOL_OPTIONS"": ""-Xmx3g"",
    ""GRADLE_OPTS"": ""-Dorg.gradle.daemon=false -Dorg.gradle.workers.max=2 -Dkotlin.incremental=false -Dkotlin.compiler.execution.strategy=in-process""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\Redgram.redgram-for-reddit.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\relaycorp.relaynet-gateway-android.GitHub_Actions.ci-cd.yml,ci,Assemble instrumentation tests APK,['instrumentation'],standard,"{
  ""name"": ""Assemble instrumentation tests APK"",
  ""uses"": ""eskatos/gradle-command-action@v1"",
  ""with"": {
    ""arguments"": ""app:assembleDebug app:assembleDebugAndroidTest""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\renyuneyun.Easer.GitHub_Actions.android.yml,test,Run Android instrumentation tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Run Android instrumentation tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 29,
    ""script"": ""./gradlew connectedCheck""
  },
  ""continue-on-error"": true
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\renyuneyun.Easer.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'avdmanager', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\riggaroo.adopt-me-compose.GitHub_Actions.Check.yaml,test,Run instrumentation tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Run instrumentation tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""arch"": ""x86"",
    ""disable-animations"": true,
    ""script"": ""./gradlew connectedCheck --stacktrace""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\RinoReyns.CrossPlatformVstHost.GitHub_Actions.vst_host_ci.yml,build_android_configuration,Run Instrumentation Tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Run Instrumentation Tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 28,
    ""arch"": ""x86_64"",
    ""profile"": ""Nexus 6"",
    ""cmake"": ""3.22.1"",
    ""working-directory"": ""${{github.workspace}}/VstHost_Android"",
    ""script"": ""ls -la ${{github.workspace}}/VstHost_Android/app/src/main/assets/\n./gradlew connectedCheck\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\rizmaulana.compose-timer.GitHub_Actions.Check.yaml,test,Run instrumentation tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Run instrumentation tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""arch"": ""x86"",
    ""disable-animations"": true,
    ""script"": ""./gradlew connectedCheck --stacktrace""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\RocketChat.Rocket.Chat.ReactNative.CircleCI.config.yml,e2e-test-android,,['emulator'],standard,"{
  ""run"": {
    ""name"": ""Setup emulator"",
    ""command"": ""echo \""hw.lcd.density = 440\"" >> ~/.android/avd/Pixel_API_31_AOSP.avd/config.ini\necho \""hw.lcd.height = 2280\"" >> ~/.android/avd/Pixel_API_31_AOSP.avd/config.ini\necho \""hw.lcd.width = 1080\"" >> ~/.android/avd/Pixel_API_31_AOSP.avd/config.ini\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\RocketChat.Rocket.Chat.ReactNative.CircleCI.config.yml,e2e-test-android,,['emulator'],standard,"{
  ""android/start-emulator"": {
    ""avd-name"": ""Pixel_API_31_AOSP"",
    ""verbose"": true,
    ""post-emulator-launch-assemble-command"": """"
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\rosterloh.AndrIoT.Travis_CI..travis.yml,full_file_scan,,['adb'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\rozPierog.Cofi.GitHub_Actions.Emulator.yml,build,Android Emulator Runner,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""Android Emulator Runner"",
  ""uses"": ""ReactiveCircus/android-emulator-runner@v2.26.0"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""arch"": ""x86_64"",
    ""script"": ""./gradlew connectedFullDebugAndroidTest""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\SabraTech.Raven-Messenger.Travis_CI..travis.yml,full_file_scan,,['emulator'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\SalmanTKhan.MyAnimeViewer.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\sasfmlzr.DvachMovie.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\segler-alex.RadioDroid.CircleCI.circle.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\segler-alex.RadioDroid.GitHub_Actions.android-instrumented-tests-ci.yml,integration-test,Instrumented tests,['emulator'],standard,"{
  ""name"": ""Instrumented tests"",
  ""uses"": ""malinskiy/action-android/emulator-run-cmd@release/0.1.0"",
  ""timeout-minutes"": 35,
  ""with"": {
    ""cmd"": ""./gradlew connectedFreeDebugAndroidTest"",
    ""api"": ""${{ matrix.api }}"",
    ""tag"": ""default"",
    ""abi"": ""x86"",
    ""disableAnimations"": true,
    ""hardwareProfile"": ""Nexus 6""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\sellmair.looper.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\Sh4dowSoul.Compose-Scrobbler.GitHub_Actions.ci.yml,instrumented-test,Instrumentation Tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Instrumentation Tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 29,
    ""script"": ""./gradlew connectedDebugAndroidTest""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\Shady-Selim.android-dev-challenge-compose-week1.GitHub_Actions.Check.yaml,test,Run instrumentation tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Run instrumentation tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""arch"": ""x86"",
    ""disable-animations"": true,
    ""script"": ""./gradlew connectedCheck --stacktrace""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\SibDev.BadPixels.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\Siddhant23.NY-Times-Popular-Articles.GitHub_Actions.Test.yml,build,create AVD and generate snapshot for caching,"['emulator', 'create avd', 'android-emulator']",standard,"{
  ""name"": ""create AVD and generate snapshot for caching"",
  ""if"": ""steps.avd-cache.outputs.cache-hit != 'true'"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2.28.0"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": false,
    ""script"": ""echo \""Generated AVD snapshot for caching.\""""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\Siddhant23.NY-Times-Popular-Articles.GitHub_Actions.Test.yml,build,Instrumentation tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Instrumentation tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2.28.0"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-snapshot-save -no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": true,
    ""script"": ""./gradlew connectedCheck --stacktrace""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\SilenceIM.Silence.GitLab..gitlab-ci.yml,full_file_scan,,"['emulator', 'avdmanager', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\silmood.Bindapter.Travis_CI..travis.yml,full_file_scan,,['adb'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\siristechnology.nepaltoday-app-old.GitHub_Actions.android-detox-test.yml,build,Download Android Emulator Image,"['emulator', 'avdmanager', 'create avd']",standard,"{
  ""name"": ""Download Android Emulator Image"",
  ""run"": ""echo \""y\"" | $ANDROID_HOME/tools/bin/sdkmanager --install \""system-images;android-29;google_apis;x86\""\necho \""no\"" | $ANDROID_HOME/tools/bin/avdmanager create avd --force --name emu --device \""Nexus 5X\"" -k 'system-images;android-29;google_apis;x86'\n$ANDROID_HOME/emulator/emulator -list-avds\n""
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\siristechnology.nepaltoday-app-old.GitHub_Actions.android-detox-test.yml,build,Android Emulator,"['emulator', 'adb', 'wait-for-device']",standard,"{
  ""name"": ""Android Emulator"",
  ""timeout-minutes"": 10,
  ""continue-on-error"": true,
  ""run"": ""echo \""Starting emulator\""\nnohup $ANDROID_HOME/emulator/emulator -avd emu -no-audio -no-snapshot -no-window &\n$ANDROID_HOME/platform-tools/adb wait-for-device shell 'while [[ -z $(getprop sys.boot_completed | tr -d '\\r') ]]; do sleep 1; done; input keyevent 82'\n$ANDROID_HOME/platform-tools/adb devices\necho \""Emulator started\""\n""
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\sitatec.Go4Lunch.Travis_CI..travis.yml,full_file_scan,,['emulator'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\sky-map-team.stardroid.GitHub_Actions.android.yml,connected_test,run tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""run tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""target"": ""${{ matrix.target }}"",
    ""arch"": ""x86_64"",
    ""profile"": ""Nexus 6"",
    ""script"": ""./gradlew connectedGmsDebugAndroidTest -x lint --stacktrace""
  }
}"
